edad,ingresos_anuales,antiguedad_laboral,loan_grade,monto_solicitado,tasa_interes,porcentaje_ingreso_credito,anios_historial_crediticio,tipo_vivienda_HIPOTECA,tipo_vivienda_OTRO,tipo_vivienda_PROPIO,motivo_credito_EDUCACION,motivo_credito_EMPRENDIMIENTO,motivo_credito_MEDICO,motivo_credito_MEJORA_HOGAR,motivo_credito_PERSONAL,historial_morosidad_SI
32,80000,6.0,B,9600,11.14,0.12,5,0,0,0,0,0,0,0,0,0
22,71000,3.0,A,10000,7.29,0.14,2,0,0,0,0,0,1,0,0,0
37,68480,2.0,C,3600,15.23,0.05,15,0,0,0,0,0,0,1,0,1
26,64000,9.0,D,8000,12.17,0.13,2,1,0,0,0,0,0,0,0,0
22,89800,6.0,B,20000,12.53,0.22,2,1,0,0,0,0,0,0,0,0
44,48000,4.0,B,7500,11.49,0.16,15,0,0,0,0,0,1,0,0,0
23,40000,7.0,B,3500,12.21,0.09,3,1,0,0,1,0,0,0,0,0
25,52000,3.0,D,13000,15.31,0.25,2,0,0,0,0,0,0,0,1,1
27,130000,0.0,A,15000,10.99,0.12,7,0,0,0,0,0,1,0,0,0
34,62000,18.0,B,28000,11.71,0.45,10,1,0,0,0,0,0,1,0,0
27,175000,11.0,A,11500,7.51,0.07,7,1,0,0,0,0,0,1,0,0
26,38400,1.0,B,15500,11.99,0.4,3,0,0,1,0,0,0,0,1,0
22,50724,7.0,C,6300,15.96,0.12,4,0,0,0,1,0,0,0,0,1
31,90000,15.0,C,10000,12.53,0.11,8,1,0,0,1,0,0,0,0,0
22,40000,6.0,C,14000,13.11,0.35,3,0,0,0,1,0,0,0,0,1
42,98603,19.0,C,24250,14.22,0.21,14,1,0,0,0,0,1,0,0,0
26,85000,1.0,C,15000,12.73,0.18,3,1,0,0,0,0,0,0,0,0
31,57006,7.0,A,6000,7.29,0.11,10,0,0,0,0,1,0,0,0,0
23,62900,2.0,D,12000,14.96,0.16,4,0,0,0,0,0,1,0,0,0
26,26400,10.0,C,8500,13.23,0.32,4,1,0,0,0,0,0,0,0,0
22,97000,4.0,A,5000,6.99,0.05,4,1,0,0,0,0,0,0,1,0
51,38000,7.0,B,13000,12.42,0.34,18,0,0,0,0,0,0,0,1,0
28,105000,12.0,A,7000,10.99,0.07,10,1,0,0,1,0,0,0,0,0
29,100000,1.0,C,10000,14.79,0.1,6,1,0,0,0,0,0,0,1,0
25,60000,3.0,B,24000,10.99,0.4,4,0,0,0,0,0,0,0,1,0
27,120000,2.0,B,11050,12.69,0.09,6,0,0,0,1,0,0,0,0,0
28,91000,12.0,C,21000,13.35,0.23,6,1,0,0,0,0,1,0,0,1
32,51000,1.0,B,10000,9.99,0.2,5,1,0,0,0,1,0,0,0,0
44,102000,9.0,A,15000,8.94,0.15,12,0,0,0,0,0,1,0,0,0
25,17352,0.0,B,2500,12.53,0.14,4,0,0,0,0,0,0,0,1,0
23,60000,8.0,A,7500,9.07,0.13,2,0,0,0,0,1,0,0,0,0
26,76000,10.0,A,5425,8.49,0.07,3,1,0,0,0,0,0,1,0,0
24,39000,3.0,A,1500,8.49,0.04,3,0,0,0,1,0,0,0,0,0
28,60000,12.0,D,3000,17.49,0.05,8,1,0,0,0,0,0,1,0,0
23,44500,4.0,B,9250,9.62,0.21,3,1,0,0,1,0,0,0,0,0
23,37500,0.0,A,1800,8.94,0.05,4,0,0,0,0,0,0,0,0,0
24,96000,2.0,B,16000,11.99,0.17,3,0,0,0,0,0,1,0,0,0
32,21600,4.0,A,4000,8.07,0.19,10,0,0,0,0,0,0,0,0,0
26,41000,1.0,A,6600,8.0,0.16,2,0,0,0,0,0,0,0,0,0
21,54000,5.0,A,13000,7.51,0.24,4,1,0,0,0,1,0,0,0,0
25,58000,4.0,B,17000,10.95,0.29,4,1,0,0,0,0,1,0,0,0
24,125000,9.0,B,25000,10.0,0.2,2,1,0,0,0,0,0,0,0,0
23,54000,0.0,B,3600,12.42,0.07,3,0,0,0,0,0,1,0,0,0
24,65000,8.0,B,6600,10.65,0.1,2,1,0,0,0,0,0,0,0,0
24,47000,1.0,B,8500,10.99,0.18,4,1,0,0,1,0,0,0,0,0
27,119000,5.0,A,5000,7.51,0.04,5,0,0,1,1,0,0,0,0,0
24,87220,7.0,C,8000,10.99,0.09,3,1,0,0,0,1,0,0,0,1
27,18576,4.0,B,1400,9.99,0.08,6,0,0,0,0,0,1,0,0,0
31,175000,3.0,E,7500,19.69,0.04,9,1,0,0,1,0,0,0,0,0
24,110004,5.0,A,14000,7.88,0.13,2,0,0,0,0,0,1,0,0,0
25,108000,5.0,A,10000,7.88,0.09,3,1,0,0,0,1,0,0,0,0
22,41300,1.0,A,5800,7.43,0.14,3,0,0,0,0,1,0,0,0,0
23,25200,7.0,B,7200,11.86,0.29,4,0,0,0,1,0,0,0,0,0
23,80000,1.0,C,14400,12.68,0.18,4,0,0,0,0,0,1,0,0,0
30,70000,0.0,A,5850,5.79,0.08,5,0,0,0,0,0,1,0,0,0
65,93000,27.0,B,25000,9.99,0.27,27,1,0,0,0,0,0,0,1,0
22,81600,6.0,A,1300,6.39,0.02,3,1,0,0,0,0,0,0,1,0
24,72000,0.0,A,16875,6.54,0.23,4,0,0,0,0,0,0,0,0,0
27,142000,2.0,C,5000,13.16,0.04,9,0,0,0,0,0,1,0,0,1
29,134000,2.0,C,8000,14.22,0.06,7,1,0,0,0,0,0,0,1,0
22,54000,3.0,B,16075,10.37,0.3,3,0,0,0,0,0,0,0,0,0
29,30000,3.0,B,4400,11.49,0.15,6,0,0,0,0,0,1,0,0,0
22,49500,0.0,C,9000,14.35,0.18,4,0,0,0,0,0,0,0,1,1
28,30000,4.0,A,12000,6.62,0.4,7,0,0,0,0,0,0,0,0,0
24,85000,5.0,B,12000,11.14,0.14,3,1,0,0,0,0,0,1,0,0
25,45000,0.0,A,12000,7.66,0.27,4,0,0,0,0,0,1,0,0,0
21,30000,2.0,B,7000,10.99,0.23,2,0,0,0,0,0,0,0,1,0
23,78000,7.0,A,4600,7.66,0.06,2,1,0,0,1,0,0,0,0,0
23,120000,2.0,A,5000,10.99,0.04,4,0,0,0,1,0,0,0,0,0
28,25000,1.0,C,9600,14.27,0.38,10,0,0,0,0,0,1,0,0,1
26,45000,3.0,B,1500,10.25,0.03,4,0,0,0,0,0,1,0,0,0
28,24000,12.0,A,5000,9.32,0.21,10,1,0,0,0,0,0,0,0,0
25,51000,7.0,C,7600,12.23,0.15,3,1,0,0,0,0,0,0,0,0
25,63000,9.0,B,5000,10.74,0.08,3,0,0,0,0,0,0,1,0,0
37,100000,13.0,A,18400,5.99,0.18,15,1,0,0,0,1,0,0,0,0
33,90000,15.0,B,18000,11.58,0.2,10,0,0,0,0,0,0,0,1,0
24,90000,8.0,C,5000,11.34,0.06,3,1,0,0,0,0,0,1,0,1
25,85000,7.0,C,12000,14.65,0.14,4,1,0,0,1,0,0,0,0,1
23,50000,7.0,B,4800,10.37,0.1,3,0,0,0,1,0,0,0,0,0
27,30456,0.0,A,10400,6.91,0.34,6,0,0,0,0,1,0,0,0,0
25,28128,2.0,D,7500,15.33,0.27,3,0,0,0,0,1,0,0,0,0
23,80000,7.0,B,17000,12.21,0.21,2,1,0,0,1,0,0,0,0,0
28,120000,12.0,A,9600,8.0,0.08,7,0,0,0,0,0,1,0,0,0
28,29000,8.0,B,14000,11.99,0.48,9,0,0,0,0,0,0,1,0,0
48,30000,21.0,B,2100,12.42,0.07,16,1,0,0,0,1,0,0,0,0
25,42000,2.0,C,7200,14.79,0.17,2,1,0,0,1,0,0,0,0,1
36,33000,2.0,B,4000,10.99,0.12,17,0,0,0,0,0,0,0,1,0
31,85000,6.0,B,22000,11.58,0.26,5,0,0,0,0,0,1,0,0,0
24,70000,8.0,B,7000,9.99,0.1,4,1,0,0,0,0,0,0,0,0
22,64000,6.0,C,15000,13.23,0.23,3,1,0,0,0,1,0,0,0,1
30,37000,2.0,A,10000,7.88,0.27,6,0,0,0,0,1,0,0,0,0
29,90000,14.0,B,15000,11.11,0.17,9,1,0,0,0,0,0,1,0,0
28,62496,4.0,A,12000,6.91,0.19,5,0,0,0,1,0,0,0,0,0
26,42000,0.0,D,16750,17.58,0.4,3,0,0,0,0,0,0,1,0,0
32,110000,16.0,A,6700,6.92,0.06,7,1,0,0,0,0,0,1,0,0
22,80000,5.0,B,9500,11.71,0.12,3,1,0,0,0,1,0,0,0,0
25,30000,0.0,B,12000,11.48,0.4,4,0,0,0,0,1,0,0,0,0
34,51621,5.0,B,3500,11.49,0.07,7,1,0,0,0,0,0,1,0,0
34,47818,9.0,A,6800,6.92,0.14,9,0,0,0,0,0,1,0,0,0
29,60000,1.0,A,10000,5.79,0.17,6,1,0,0,0,0,0,1,0,0
32,47900,2.0,A,11000,7.51,0.23,7,0,0,0,1,0,0,0,0,0
36,70000,16.0,A,16000,6.91,0.23,14,1,0,0,0,0,0,0,0,0
22,54000,6.0,A,19000,10.99,0.35,4,0,0,0,0,1,0,0,0,0
25,115200,0.0,B,24250,11.36,0.21,2,0,0,0,0,0,0,1,0,0
48,41500,3.0,A,5000,7.29,0.12,14,0,0,0,0,0,1,0,0,0
22,90000,3.0,A,12000,8.94,0.13,3,0,0,0,0,0,0,0,0,0
53,55000,1.0,A,9500,5.42,0.17,26,0,0,0,0,0,0,1,0,0
25,107000,0.0,C,7000,12.87,0.07,2,1,0,0,0,0,1,0,0,0
25,85000,9.0,A,1000,9.32,0.01,2,1,0,0,0,0,0,0,1,0
26,9840,5.0,B,1750,9.99,0.18,4,0,0,0,0,1,0,0,0,0
24,88000,4.0,B,6000,9.91,0.07,2,1,0,0,0,0,1,0,0,0
31,56000,6.0,A,11500,10.99,0.21,9,0,0,1,0,1,0,0,0,0
44,61000,2.0,D,11000,16.02,0.18,12,0,0,0,0,0,0,0,0,1
22,119000,6.0,D,35000,16.49,0.29,3,1,0,0,0,0,0,0,1,0
23,52250,2.0,C,4750,13.35,0.09,4,1,0,0,0,1,0,0,0,1
29,90444,13.0,A,12000,7.14,0.13,8,0,0,0,0,0,1,0,0,0
22,19680,2.0,D,7750,14.83,0.39,3,0,0,0,1,0,0,0,0,1
28,114400,0.0,A,12000,7.29,0.1,6,1,0,0,0,0,0,0,1,0
29,77000,0.0,A,8225,10.99,0.11,10,0,0,0,1,0,0,0,0,0
26,46000,4.0,A,9000,7.14,0.2,3,0,0,0,0,0,0,0,0,0
22,50000,6.0,B,10000,9.88,0.2,4,1,0,0,0,1,0,0,0,0
35,250000,8.0,B,15000,9.88,0.06,5,0,0,1,0,1,0,0,0,0
23,20004,2.0,B,1500,9.62,0.07,3,0,0,0,0,0,0,0,0,0
24,62400,8.0,B,15000,9.45,0.24,2,0,0,0,1,0,0,0,0,0
27,44004,0.0,C,5000,13.79,0.11,8,0,0,0,0,0,0,0,1,0
26,54000,3.0,A,5000,5.79,0.09,3,1,0,0,0,0,1,0,0,0
36,34000,2.0,B,5000,10.65,0.15,11,1,0,0,0,1,0,0,0,0
22,50004,5.0,D,5300,14.42,0.11,2,0,0,0,0,0,0,0,1,1
23,39000,1.0,B,15000,12.21,0.38,4,0,0,0,1,0,0,0,0,0
23,117696,2.0,A,15000,6.03,0.13,4,1,0,0,0,0,1,0,0,0
27,48000,4.0,B,4200,10.74,0.09,5,0,0,0,0,0,0,0,0,0
24,30000,8.0,B,17000,11.99,0.57,3,1,0,0,0,0,0,0,0,0
29,43108,7.0,A,7200,6.03,0.17,7,0,0,0,0,1,0,0,0,0
32,84996,5.0,B,20000,8.88,0.24,5,1,0,0,0,0,1,0,0,0
23,23148,0.0,B,8000,10.99,0.35,4,0,0,0,0,0,0,0,0,0
22,23000,6.0,B,10000,9.88,0.43,2,0,0,0,0,0,1,0,0,0
23,60000,5.0,C,16000,14.27,0.27,4,0,0,1,1,0,0,0,0,1
80,64000,7.0,B,6800,11.71,0.11,25,0,0,0,0,0,1,0,0,0
24,30000,0.0,D,10000,14.61,0.33,3,0,0,0,0,0,1,0,0,0
30,49000,3.0,A,3500,6.99,0.07,5,0,0,1,0,0,1,0,0,0
28,47881,12.0,B,15000,10.99,0.31,7,0,0,0,0,0,0,0,0,0
22,38004,6.0,B,10000,10.74,0.26,3,0,0,0,0,1,0,0,0,0
29,75000,7.0,A,6125,10.99,0.08,8,1,0,0,1,0,0,0,0,0
25,40000,9.0,B,13000,10.99,0.33,3,0,0,0,0,0,0,0,1,0
22,36000,4.0,B,4200,9.91,0.12,2,0,0,0,0,0,1,0,0,0
22,67350,6.0,D,9600,14.96,0.14,4,1,0,0,1,0,0,0,0,0
38,65000,3.0,B,8000,10.62,0.12,14,0,0,1,0,0,0,0,1,0
27,258000,11.0,E,35000,18.64,0.14,10,0,0,0,1,0,0,0,0,0
23,42000,7.0,A,9000,8.49,0.21,4,0,0,0,0,1,0,0,0,0
29,125000,3.0,E,24000,10.99,0.19,5,0,0,0,0,1,0,0,0,1
24,65000,1.0,B,6000,10.99,0.09,2,1,0,0,0,0,0,0,1,0
24,60000,4.0,A,10000,7.49,0.17,4,0,0,0,0,0,1,0,0,0
25,49600,9.0,A,12000,7.14,0.24,4,0,0,0,1,0,0,0,0,0
26,48000,2.0,C,6400,13.47,0.13,3,0,0,0,0,0,0,0,0,1
25,38004,0.0,B,6000,11.89,0.16,2,0,0,0,0,0,0,0,0,0
28,108800,3.0,E,35000,16.4,0.27,7,1,0,0,0,0,1,0,0,1
24,44000,9.0,C,6000,15.96,0.14,4,0,0,1,0,1,0,0,0,1
26,85000,0.0,A,11600,5.42,0.14,4,1,0,0,0,0,1,0,0,0
21,29000,0.0,D,4000,14.83,0.14,4,0,0,0,1,0,0,0,0,0
42,153936,26.0,A,20000,10.99,0.13,15,0,0,1,0,0,0,0,1,0
23,39000,7.0,D,6000,14.09,0.15,3,0,0,0,0,0,1,0,0,1
27,45200,11.0,D,5000,16.0,0.11,10,0,0,0,1,0,0,0,0,0
22,50985,4.0,C,11000,13.11,0.22,2,0,0,0,1,0,0,0,0,0
28,27500,13.0,A,15000,6.54,0.55,10,1,0,0,0,1,0,0,0,0
23,70000,4.0,A,8400,8.0,0.12,3,1,0,0,1,0,0,0,0,0
21,30000,6.0,D,4000,10.99,0.13,3,0,0,1,0,0,0,0,0,1
32,50000,0.0,A,3775,6.17,0.08,8,0,0,0,0,0,0,1,0,0
29,60000,1.0,B,10000,10.99,0.17,10,0,0,1,0,0,0,0,1,0
39,64000,9.0,C,4800,12.73,0.07,11,0,0,0,0,0,0,1,0,1
22,107000,1.0,A,10000,7.14,0.09,2,1,0,0,0,1,0,0,0,0
34,54000,8.0,B,5000,10.62,0.09,7,0,0,1,0,0,1,0,0,0
22,55000,2.0,A,12000,6.54,0.22,4,1,0,0,1,0,0,0,0,0
23,30000,3.0,B,10000,11.14,0.33,2,0,0,0,0,0,0,0,1,0
29,40000,1.0,A,10000,8.0,0.25,10,0,1,0,0,0,1,0,0,0
32,24000,2.0,B,2500,10.37,0.1,5,0,0,0,0,0,1,0,0,0
23,73500,3.0,B,15000,11.89,0.2,3,0,0,0,0,0,0,0,1,0
26,55000,0.0,B,12500,10.99,0.23,3,1,0,0,0,0,1,0,0,0
23,115000,7.0,C,10000,14.27,0.09,2,1,0,0,1,0,0,0,0,0
21,45000,3.0,B,10300,10.59,0.23,2,0,0,0,1,0,0,0,0,0
27,90000,5.0,A,10000,7.14,0.11,5,1,0,0,0,0,0,0,0,0
22,52000,5.0,A,6000,7.9,0.12,2,1,0,0,0,1,0,0,0,0
38,49000,10.0,B,7250,11.99,0.15,11,1,0,0,0,0,0,0,0,0
32,29000,0.0,A,2000,8.49,0.07,8,0,0,1,0,0,0,0,1,0
46,35004,0.0,C,4500,12.68,0.13,13,0,0,0,0,0,0,0,1,0
24,70000,5.0,C,14400,12.23,0.21,4,0,0,0,0,0,0,1,0,0
26,59000,9.0,A,6000,7.51,0.1,4,1,0,0,0,0,0,0,1,0
23,66996,7.0,A,10000,9.32,0.15,3,1,0,0,0,0,1,0,0,0
23,60000,0.0,B,10000,11.26,0.17,3,1,0,0,1,0,0,0,0,0
23,85000,7.0,B,25000,10.36,0.29,4,1,0,0,0,1,0,0,0,0
21,15360,0.0,B,1600,12.69,0.1,3,0,0,0,0,0,0,0,0,0
24,140000,8.0,B,16000,10.38,0.11,2,1,0,0,0,0,1,0,0,0
24,79500,2.0,D,7500,16.89,0.09,4,0,0,0,0,1,0,0,0,0
25,92000,5.0,C,12000,13.43,0.13,3,0,0,0,0,0,0,1,0,0
40,34560,3.0,B,10000,10.99,0.29,12,1,0,0,0,0,1,0,0,0
22,34000,4.0,D,7750,15.21,0.23,2,1,0,0,0,0,0,0,1,0
39,182500,2.0,A,12500,5.42,0.07,14,0,0,0,0,0,0,0,0,0
25,72000,9.0,A,3200,6.39,0.04,3,1,0,0,1,0,0,0,0,0
21,75000,5.0,A,8550,6.91,0.11,3,1,0,0,1,0,0,0,0,0
24,75000,0.0,E,25000,14.7,0.33,3,0,0,0,0,1,0,0,0,1
32,25000,3.0,C,2000,13.16,0.08,8,0,0,0,0,0,0,1,0,1
28,35600,3.0,A,4000,7.49,0.11,6,0,0,0,1,0,0,0,0,0
30,43200,5.0,C,4200,13.49,0.1,7,1,0,0,0,0,0,1,0,1
36,33600,3.0,B,12000,11.36,0.36,16,0,0,0,1,0,0,0,0,0
22,80000,3.0,C,20000,13.98,0.25,4,0,0,0,1,0,0,0,0,1
24,64000,7.0,C,16000,14.65,0.25,2,1,0,0,0,0,0,1,0,0
22,34000,2.0,D,11000,15.99,0.32,3,0,0,0,0,0,0,1,0,0
22,55000,2.0,A,6000,8.9,0.11,3,0,0,0,1,0,0,0,0,0
28,53004,2.0,C,10000,12.98,0.19,10,1,0,0,0,0,0,1,0,0
44,38400,9.0,A,2500,10.99,0.07,17,1,0,0,0,0,0,1,0,0
23,36000,7.0,A,6000,7.51,0.17,3,0,0,0,0,0,0,0,1,0
23,30000,4.0,B,4800,10.65,0.16,3,1,0,0,0,0,0,0,0,0
35,53500,3.0,B,10000,9.91,0.19,9,1,0,0,0,0,0,1,0,0
25,180000,9.0,C,20000,14.26,0.11,4,0,0,1,0,0,1,0,0,1
22,62000,5.0,A,13200,10.99,0.21,4,0,0,0,0,1,0,0,0,0
43,25000,10.0,B,10000,9.62,0.4,17,1,0,0,1,0,0,0,0,0
23,68000,3.0,B,15700,11.49,0.23,2,0,0,0,0,0,1,0,0,0
28,77250,1.0,B,10000,9.2,0.13,7,0,0,0,0,0,0,0,1,0
25,48000,0.0,C,3000,13.47,0.06,4,0,0,0,1,0,0,0,0,1
22,30000,7.0,B,10000,11.14,0.33,2,0,0,0,0,1,0,0,0,0
34,75000,7.0,A,6500,9.38,0.09,7,1,0,0,0,0,0,0,0,0
40,38000,4.0,D,7000,15.99,0.18,16,0,0,0,0,0,0,0,0,0
27,60132,11.0,B,10000,10.62,0.17,6,0,0,0,0,1,0,0,0,0
21,75000,5.0,B,14125,10.99,0.19,2,1,0,0,0,1,0,0,0,0
23,63816,4.0,B,3500,9.63,0.05,3,0,0,0,1,0,0,0,0,0
24,100400,6.0,E,10000,16.4,0.1,4,1,0,0,0,0,0,1,0,1
24,26400,3.0,B,4000,10.99,0.15,3,0,0,0,0,0,0,0,0,0
21,30000,5.0,A,8400,6.03,0.28,3,0,0,0,1,0,0,0,0,0
25,87996,0.0,E,20000,16.35,0.23,3,0,0,0,0,0,0,1,0,0
32,130000,0.0,B,12500,9.99,0.1,6,0,0,0,0,0,0,0,1,0
23,66000,2.0,A,10000,9.32,0.15,4,0,0,0,0,0,1,0,0,0
45,62200,6.0,B,10000,10.39,0.16,11,0,0,0,0,0,0,0,0,0
23,18000,5.0,B,4000,10.99,0.22,3,0,0,0,0,0,0,0,0,0
25,27996,0.0,B,1500,11.89,0.05,3,0,0,0,0,0,1,0,0,0
25,42000,6.0,A,5600,7.49,0.13,2,0,0,0,0,0,1,0,0,0
37,60000,0.0,C,3000,12.53,0.05,15,0,0,0,1,0,0,0,0,0
29,92000,8.0,A,12000,6.62,0.13,8,1,0,0,0,0,0,1,0,0
29,42000,2.0,D,10000,15.21,0.24,7,0,0,0,0,0,0,1,0,1
26,19800,0.0,C,4725,11.22,0.24,3,0,0,0,0,0,1,0,0,0
23,47233,7.0,B,5000,11.36,0.11,3,0,0,0,0,0,1,0,0,0
28,30000,1.0,C,4800,13.47,0.16,8,0,0,0,1,0,0,0,0,0
34,30000,5.0,A,4200,5.79,0.14,5,0,0,0,0,1,0,0,0,0
25,47000,9.0,A,4000,6.62,0.09,4,0,0,1,0,1,0,0,0,0
23,68000,7.0,B,10000,9.91,0.15,4,1,0,0,0,0,1,0,0,0
25,48000,1.0,A,3000,9.32,0.06,4,0,0,0,1,0,0,0,0,0
27,116000,3.0,A,6000,7.29,0.05,7,0,0,1,0,0,1,0,0,0
30,95000,6.0,A,12000,8.94,0.13,6,1,0,0,0,0,0,0,0,0
25,52000,3.0,A,6000,8.49,0.12,3,1,0,0,0,0,0,0,1,0
24,200000,8.0,A,10000,8.49,0.05,4,0,0,0,1,0,0,0,0,0
27,101004,2.0,A,11025,7.9,0.11,5,1,0,0,0,0,1,0,0,0
24,65544,4.0,B,5000,10.74,0.08,2,0,0,1,1,0,0,0,0,0
41,66000,20.0,A,10000,6.62,0.15,12,1,0,0,0,1,0,0,0,0
37,100000,3.0,B,6000,11.99,0.06,13,1,0,0,0,1,0,0,0,0
27,64000,2.0,C,13000,13.11,0.2,10,0,0,0,0,0,0,1,0,0
28,27000,5.0,A,5600,5.42,0.21,8,0,0,1,1,0,0,0,0,0
33,45000,1.0,B,4800,10.59,0.11,8,0,0,0,0,0,0,0,0,0
25,80000,6.0,B,25000,11.48,0.31,4,0,0,1,1,0,0,0,0,0
23,43500,0.0,C,10450,13.57,0.24,2,0,0,0,0,0,1,0,0,0
27,30000,6.0,B,4000,12.69,0.13,7,0,0,0,1,0,0,0,0,0
30,97750,3.0,D,20000,14.59,0.17,8,1,0,0,0,0,1,0,0,1
26,34200,2.0,D,6400,17.49,0.19,3,0,0,0,0,0,0,1,0,1
23,70800,6.0,D,9600,10.99,0.14,4,1,0,0,1,0,0,0,0,0
24,55000,3.0,A,5000,7.88,0.09,4,1,0,0,0,1,0,0,0,0
25,50000,10.0,C,10000,13.49,0.2,4,1,0,0,1,0,0,0,0,1
25,62400,4.0,B,2000,10.99,0.03,4,1,0,0,0,0,0,1,0,0
23,85000,0.0,B,7000,9.25,0.08,4,1,0,0,1,0,0,0,0,0
29,100000,2.0,D,20000,14.61,0.2,10,1,0,0,0,0,0,1,0,1
21,39996,2.0,A,10000,8.59,0.25,4,0,0,0,1,0,0,0,0,0
22,48000,6.0,A,16500,8.9,0.34,4,0,0,0,0,0,1,0,0,0
21,45432,4.0,B,5000,9.88,0.11,4,1,0,0,0,1,0,0,0,0
28,30000,2.0,B,6000,11.49,0.2,9,0,0,0,0,0,0,0,0,0
30,160000,4.0,C,7000,13.98,0.04,5,1,0,0,1,0,0,0,0,0
24,75000,8.0,B,29800,10.99,0.4,3,0,0,1,0,1,0,0,0,0
23,38000,0.0,A,1075,10.99,0.03,3,0,0,0,0,0,0,0,0,0
24,60000,3.0,B,4000,11.86,0.07,2,1,0,0,0,0,0,1,0,0
28,82500,4.0,E,11000,16.35,0.13,8,0,0,0,0,1,0,0,0,0
23,51600,4.0,B,7200,10.65,0.14,3,1,0,0,1,0,0,0,0,0
22,160000,6.0,A,7000,8.9,0.04,3,0,0,1,0,1,0,0,0,0
21,27600,2.0,B,3000,11.49,0.11,4,0,0,0,1,0,0,0,0,0
23,44000,4.0,A,3200,7.51,0.07,4,1,0,0,1,0,0,0,0,0
27,125000,3.0,B,20000,9.25,0.16,8,0,0,0,0,0,0,0,0,0
30,65000,3.0,D,20000,16.77,0.31,6,1,0,0,0,1,0,0,0,1
24,130000,8.0,A,15000,7.88,0.12,4,1,0,0,0,0,0,1,0,0
26,198000,8.0,A,12000,5.99,0.06,4,1,0,0,0,0,0,0,0,0
25,89000,9.0,A,14000,7.49,0.16,2,1,0,0,0,0,1,0,0,0
52,29000,23.0,A,7000,7.49,0.24,20,0,0,1,0,0,0,0,1,0
27,110000,4.0,A,2500,8.07,0.02,6,1,0,0,0,0,0,0,1,0
22,81000,5.0,B,9100,12.42,0.11,3,1,0,0,1,0,0,0,0,0
25,39000,4.0,A,4000,7.88,0.1,4,0,0,0,0,0,1,0,0,0
23,74000,7.0,B,12000,11.58,0.16,2,1,0,0,1,0,0,0,0,0
28,70834,4.0,B,20000,12.21,0.28,9,1,0,0,0,0,0,0,1,0
21,23000,0.0,B,2400,12.21,0.1,4,0,1,0,1,0,0,0,0,0
27,99996,0.0,C,3000,12.84,0.03,10,1,0,0,0,1,0,0,0,0
36,75000,2.0,B,14400,10.25,0.19,15,1,0,0,0,0,0,0,0,0
22,59000,2.0,B,21000,10.71,0.36,3,0,0,0,0,0,0,0,1,0
23,45600,4.0,C,5000,14.22,0.11,4,0,0,0,0,0,0,0,1,1
29,12000,0.0,B,5600,12.18,0.47,10,0,0,0,0,0,0,0,1,0
22,18000,0.0,E,1500,18.64,0.08,2,0,0,0,0,0,0,1,0,0
22,50000,2.0,A,8000,6.62,0.16,3,0,0,0,1,0,0,0,0,0
23,18000,0.0,A,3200,10.99,0.18,4,0,0,0,0,0,0,1,0,0
24,22100,4.0,C,8000,13.23,0.36,2,0,0,0,1,0,0,0,0,0
23,52780,2.0,A,8000,7.51,0.15,2,1,0,0,0,0,0,0,1,0
26,74000,1.0,A,3000,6.76,0.04,3,1,0,0,0,0,1,0,0,0
23,80000,6.0,A,9000,7.49,0.11,4,1,0,0,1,0,0,0,0,0
22,56400,2.0,D,25000,14.96,0.44,3,0,0,0,0,0,0,1,0,1
22,21600,0.0,C,4800,13.49,0.22,3,0,0,0,0,0,1,0,0,0
22,32500,6.0,A,2500,6.99,0.08,2,1,0,0,1,0,0,0,0,0
22,54500,6.0,B,7500,10.59,0.14,3,1,0,0,1,0,0,0,0,0
31,40351,12.0,A,7200,7.29,0.18,9,0,0,0,0,0,0,0,1,0
30,110000,5.0,D,20000,14.11,0.18,5,0,0,0,0,1,0,0,0,1
24,96000,8.0,B,2000,10.38,0.02,3,1,0,0,0,0,1,0,0,0
22,21300,0.0,C,6000,15.96,0.28,3,0,0,0,0,0,0,0,0,1
21,51000,5.0,B,13000,10.99,0.25,3,1,0,0,1,0,0,0,0,0
24,105804,8.0,A,15000,7.49,0.14,2,1,0,0,1,0,0,0,0,0
40,55000,2.0,A,3600,6.39,0.07,14,1,0,0,0,1,0,0,0,0
22,39000,6.0,A,10750,10.99,0.28,3,1,0,0,0,0,0,0,1,0
23,62000,7.0,A,11200,7.88,0.18,4,1,0,0,0,1,0,0,0,0
26,90000,10.0,B,13000,10.59,0.14,3,1,0,0,0,0,0,0,1,0
29,64000,3.0,D,9000,10.99,0.14,6,0,0,0,0,0,0,0,0,1
31,49000,8.0,B,7000,12.69,0.14,6,0,0,0,0,0,0,0,0,0
22,18000,1.0,D,5400,15.31,0.3,4,0,0,1,1,0,0,0,0,1
29,112260,5.0,D,30000,17.49,0.27,10,0,0,0,1,0,0,0,0,0
25,88000,9.0,E,10000,17.88,0.11,4,0,0,0,1,0,0,0,0,1
36,21996,3.0,D,2400,14.11,0.11,11,0,0,0,0,0,0,0,1,0
22,39996,0.0,B,7500,11.86,0.19,3,0,0,0,0,0,0,0,1,0
26,36000,2.0,D,4000,14.54,0.11,2,0,0,0,0,0,0,0,1,0
22,42000,3.0,B,1000,9.62,0.02,3,0,0,0,0,0,0,0,0,0
45,19200,0.0,A,2000,8.49,0.1,12,0,0,0,0,1,0,0,0,0
22,66000,6.0,B,10000,11.49,0.15,3,1,0,0,0,0,0,0,0,0
